item_id,order_id,product_id,quantity,unit_price,discount_percent
I02001,O01070,P0074,2,4636.98,0
I02002,O00360,P0103,1,9837.73,4
I02003,O01285,P0219,5,779.57,2
I02004,O00542,P0485,-2,5370.28,11
I02005,O00880,P0223,1,7539.16,7
I02006,O01486,P0024,3,9709.39,9
I02007,O00901,P0215,2,9877.0,27
I02008,O00052,P0055,3,6258.19,10
I02009,O01023,P0369,-2,7460.86,20
I02010,O00634,P0252,2,8468.91,8
I02011,O00864,P0043,2,4962.57,13
I02012,O00651,P0388,5,1105.41,21
I02013,O01369,P0488,2,1914.4,14
I02014,O00857,P0361,1,8111.47,29
I02015,O00820,P0488,3,1611.16,4
I02016,O01273,P0451,3,4475.1,13
I02017,O00553,P0405,5,6273.1,15
I02018,O01357,P0082,4,5823.99,20
I02019,O00075,P0212,2,9752.18,3
I02020,O01159,P0248,5,9934.88,4
I02021,O00557,P0416,2,2173.8,1
I02022,O00775,P0281,3,1608.37,3
I02023,O01305,P0222,2,8450.42,19
I02024,O00526,P0295,3,7877.98,0
I02025,O00567,P0411,4,2902.24,26
I02026,O00208,P0344,1,7131.55,15
I02027,O00165,P0272,2,1552.84,7
I02028,O00879,P0120,1,3136.56,10
I02029,O01025,P0448,5,8653.6,25
I02030,O01082,P0265,2,2844.55,25
I02031,O00830,P0208,4,2670.74,24
I02032,O00202,P0419,1,1097.49,1
I02033,O00760,P0160,2,2041.13,23
I02034,O01488,P0096,3,2546.63,0
I02035,O00105,P0160,1,6151.88,30
I02036,O00491,P0255,5,1508.55,22
I02037,O00120,P0104,5,1715.24,22
I02038,O00915,P0282,2,8297.91,19
I02039,O00102,P0042,5,985.71,8
I02040,O00430,P0153,1,9197.94,15
I02041,O01413,P0255,1,7500.63,18
I02042,O01137,P0213,4,551.31,23
I02043,O00795,P0453,1,9280.4,24
I02044,O01264,P0385,3,9907.18,23
I02045,O01192,P0332,5,2920.46,20
I02046,O00674,P0445,4,3710.12,0
I02047,O00897,P0175,1,2312.22,16
I02048,O00047,P0242,2,9233.98,17
I02049,O00909,P0268,5,7472.31,15
I02050,O01227,P0390,2,656.76,7
I02051,O00851,P0055,4,4324.84,17
I02052,O01261,P0241,5,9761.88,4
I02053,O01387,P0306,2,8803.24,18
I02054,O01005,P0397,4,1294.08,6
I02055,O00465,P0021,4,4529.35,13
I02056,O00015,P0094,5,8002.86,17
I02057,O01468,P0282,1,3726.73,11
I02058,O01026,P0017,4,245.83,20
I02059,O00601,P0100,3,8004.19,4
I02060,O00382,P0084,2,9705.75,3
I02061,O00788,P0309,4,6722.01,12
I02062,O00934,P0133,5,4044.27,15
I02063,O00907,P0350,1,6858.13,2
I02064,O00243,P0126,4,5822.84,29
I02065,O00291,P0046,3,3286.36,23
I02066,O00611,P0422,1,1537.4,2
I02067,O00020,P0112,1,2056.49,1
I02068,O00321,P0145,5,8500.49,22
I02069,O00455,P0296,1,1455.84,17
I02070,O00452,P0013,3,201.17,29
I02071,O01231,P0415,1,8113.95,26
I02072,O00469,P0024,1,1558.87,11
I02073,O01474,P0187,1,7660.14,22
I02074,O01431,P0149,5,4102.37,25
I02075,O01259,P0442,2,3366.95,9
I02076,O00007,P0167,5,269.05,3
I02077,O00862,P0133,3,7710.2,4
I02078,O01199,P0404,4,4302.41,30
I02079,O00506,P0283,1,3435.9,23
I02080,O00157,P0464,1,4545.5,15
I02081,O00275,P0120,3,5963.53,24
I02082,O00202,P0175,5,3686.58,4
I02083,O01310,P0024,4,7648.03,25
I02084,O00466,P0376,5,3895.19,4
I02085,O00892,P0389,3,7407.64,11
I02086,O00948,P0240,3,1499.33,11
I02087,O00056,P0236,1,2115.38,26
I02088,O00741,P0197,5,8074.54,24
I02089,O01314,P0386,4,2375.81,21
I02090,O00997,P0163,1,3138.27,7
I02091,O00381,P0455,-5,4478.77,26
I02092,O01031,P0434,1,3310.74,14
I02093,O00332,P0289,2,1810.31,8
I02094,O00825,P0076,4,8945.68,5
I02095,O00615,P0024,5,4542.08,13
I02096,O00913,P0335,3,8934.44,21
I02097,O00139,P0441,2,8364.86,6
I02098,O01124,P0496,3,9216.38,15
I02099,O00734,P0310,4,1341.27,28
I02100,O01033,P0428,5,4804.32,1
I02101,O01422,P0016,4,7993.58,16
I02102,O01212,P0348,5,2414.18,1
I02103,O00482,P0133,3,159.66,25
I02104,O01237,P0396,1,1533.42,6
I02105,O00172,P0490,5,9057.57,19
I02106,O00528,P0398,4,187.46,6
I02107,O00119,P0378,3,4789.53,19
I02108,O00695,P0177,4,2621.44,13
I02109,O00057,P0124,1,8328.62,16
I02110,O00371,P0245,3,2179.57,12
I02111,O00423,P0093,2,690.4,5
I02112,O00302,P0247,2,1122.55,24
I02113,O00760,P0334,1,8881.37,13
I02114,O01008,P0055,5,4287.05,1
I02115,O01113,P0191,3,1228.8,8
I02116,O01134,P0120,5,420.58,5
I02117,O01185,P0005,1,2152.57,27
I02118,O00370,P0383,2,4190.77,30
I02119,O00029,P0049,5,9969.15,28
I02120,O00815,P0138,3,5005.01,2
I02121,O00052,P0445,1,807.38,14
I02122,O00165,P0205,1,9246.12,14
I02123,O01404,P0006,1,9419.49,9
I02124,O00379,P0212,5,8367.79,5
I02125,O00772,P0296,3,2316.38,3
I02126,O00571,P0401,4,4491.65,7
I02127,O00456,P0491,-5,5671.93,23
I02128,O00666,P0134,4,702.57,28
I02129,O01255,P0419,3,9867.74,10
I02130,O00449,P0378,1,6086.64,4
I02131,O01011,P0093,4,5455.09,2
I02132,O00242,P0421,2,3937.41,11
I02133,O01154,P0419,1,4349.46,4
I02134,O00927,P0203,4,6494.23,26
I02135,O00341,P0284,2,6480.76,11
I02136,O00543,P0320,2,7514.29,18
I02137,O01481,P0001,-3,5106.09,17
I02138,O00006,P0215,4,7507.02,11
I02139,O00045,P0087,4,541.49,0
I02140,O00352,P0305,1,559.93,5
I02141,O00613,P0452,1,8157.1,19
I02142,O01111,P0294,1,9147.31,18
I02143,O00322,P0179,2,9575.47,7
I02144,O00344,P0126,2,3639.46,1
I02145,O01336,P0413,2,3380.71,27
I02146,O01494,P0116,1,9894.17,9
I02147,O01399,P0460,3,430.56,27
I02148,O01136,P0414,4,5646.6,22
I02149,O00503,P0099,2,8763.96,9
I02150,O00335,P0304,2,4324.87,0
I02151,O01156,P0383,-5,7430.15,20
I02152,O00552,P0386,2,2775.21,5
I02153,O00683,P0385,5,6024.6,10
I02154,O00275,P0488,5,658.77,4
I02155,O00823,P0102,2,845.01,14
I02156,O00570,P0082,3,749.11,0
I02157,O00550,P0329,4,1019.78,6
I02158,O00201,P0301,4,1411.15,12
I02159,O00470,P0052,4,4868.01,7
I02160,O00868,P0438,4,9512.83,15
I02161,O01042,P0323,3,9186.31,8
I02162,O00291,P0360,4,351.51,19
I02163,O00469,P0014,4,144.64,18
I02164,O01092,P0463,2,2758.94,27
I02165,O00392,P0086,2,7080.99,2
I02166,O00680,P0182,3,198.34,3
I02167,O00286,P0052,3,5860.68,3
I02168,O00102,P0265,3,8528.39,15
I02169,O00287,P0134,5,4714.76,4
I02170,O00515,P0441,3,1399.79,2
I02171,O01451,P0420,5,2618.29,25
I02172,O01106,P0406,3,1183.67,5
I02173,O01112,P0248,1,4977.12,13
I02174,O01177,P0102,4,9620.26,28
I02175,O01207,P0302,2,9863.16,13
I02176,O01265,P0483,3,665.88,10
I02177,O01363,P0149,4,9604.35,8
I02178,O00684,P0326,1,5084.22,25
I02179,O01087,P0099,3,8312.47,17
I02180,O00657,P0359,2,4428.71,25
I02181,O00353,P0010,4,7422.6,8
I02182,O01349,P0300,4,7811.29,11
I02183,O01306,P0448,3,3256.93,11
I02184,O00803,P0087,1,5598.95,5
I02185,O00018,P0387,2,1152.27,5
I02186,O01360,P0479,3,6392.73,5
I02187,O01132,P0211,3,1968.16,24
I02188,O01324,P0007,3,997.33,30
I02189,O00504,P0473,2,2807.92,9
I02190,O01217,P0006,5,7901.8,19
I02191,O01421,P0228,4,493.6,13
I02192,O00702,P0424,-4,8407.52,30
I02193,O00398,P0095,5,760.86,26
I02194,O00039,P0368,3,2392.83,2
I02195,O00173,P0295,1,2274.1,11
I02196,O00364,P0069,2,1687.19,26
I02197,O01213,P0114,4,3884.98,0
I02198,O00044,P0478,1,5335.88,14
I02199,O00657,P0205,4,2881.77,3
I02200,O00113,P0243,4,9758.6,27
I02201,O00448,P0363,2,5304.64,30
I02202,O01173,P0167,-3,2359.86,5
I02203,O00185,P0228,2,8279.01,21
I02204,O01379,P0057,2,2135.3,27
I02205,O00235,P0007,2,6464.85,25
I02206,O01460,P0048,5,9653.48,9
I02207,O01466,P0051,2,3951.99,8
I02208,O00403,P0236,3,1868.9,15
I02209,O00977,P0487,4,4260.21,29
I02210,O01419,P0107,1,7921.39,19
I02211,O00093,P0420,3,2846.69,13
I02212,O00697,P0052,1,5164.81,14
I02213,O01013,P0318,1,6193.41,6
I02214,O00375,P0022,2,8833.83,9
I02215,O00631,P0137,5,7737.81,2
I02216,O00551,P0177,4,4341.17,10
I02217,O00797,P0294,2,2629.73,18
I02218,O00601,P0396,1,5407.06,23
I02219,O00281,P0215,2,5638.18,1
I02220,O00355,P0102,3,5205.61,23
I02221,O00025,P0491,3,131.81,10
I02222,O00691,P0321,2,8867.8,15
I02223,O00801,P0372,3,2857.42,10
I02224,O00067,P0298,5,7832.02,15
I02225,O01377,P0219,5,594.12,15
I02226,O00602,P0114,4,4610.55,30
I02227,O00435,P0235,5,607.17,23
I02228,O00925,P0432,4,6553.07,27
I02229,O00526,P0459,3,4199.53,14
I02230,O00795,P0387,2,2415.02,17
I02231,O00609,P0452,1,6970.67,16
I02232,O01248,P0293,3,432.22,1
I02233,O01425,P0086,2,5810.96,3
I02234,O00631,P0172,1,506.0,14
I02235,O00595,P0500,5,2438.26,13
I02236,O00075,P0117,4,7088.29,14
I02237,O01213,P0261,3,2531.91,0
I02238,O00902,P0341,4,2188.8,26
I02239,O00247,P0281,4,9336.86,5
I02240,O00974,P0467,2,5788.9,8
I02241,O01049,P0232,1,5130.04,16
I02242,O01029,P0390,4,3361.95,19
I02243,O00421,P0294,1,4205.63,9
I02244,O01421,P0317,2,8697.73,16
I02245,O00050,P0380,4,8453.96,25
I02246,O01374,P0327,3,3096.56,4
I02247,O01423,P0234,2,680.96,20
I02248,O01434,P0392,5,869.72,27
I02249,O00907,P0016,4,4130.64,6
I02250,O00143,P0206,2,7653.76,18
I02251,O01189,P0298,1,1855.38,26
I02252,O00165,P0345,5,9952.44,26
I02253,O01005,P0062,5,5662.34,13
I02254,O00418,P0396,3,8062.4,14
I02255,O00013,P0274,1,4286.6,26
I02256,O00352,P0208,3,5914.39,5
I02257,O01425,P0303,1,5402.07,30
I02258,O00179,P0346,2,7733.72,30
I02259,O01311,P0308,3,6954.06,3
I02260,O01159,P0313,3,9786.11,14
I02261,O01227,P0092,1,728.74,10
I02262,O00005,P0189,5,2658.79,19
I02263,O00557,P0119,5,5657.97,16
I02264,O00503,P0416,3,637.6,4
I02265,O01104,P0058,1,4201.42,16
I02266,O00772,P0489,1,6444.84,21
I02267,O00704,P0453,2,6487.48,18
I02268,O01333,P0436,1,2600.72,24
I02269,O01348,P0073,5,9022.4,20
I02270,O00004,P0103,5,9400.88,24
I02271,O00112,P0480,1,6030.86,4
I02272,O00088,P0229,4,8810.37,6
I02273,O01105,P0017,1,5224.06,28
I02274,O00824,P0077,1,5334.05,19
I02275,O01334,P0446,4,7726.9,26
I02276,O00669,P0386,3,9470.61,21
I02277,O01058,P0260,1,6631.73,30
I02278,O00377,P0329,3,6503.77,20
I02279,O00859,P0277,3,121.6,29
I02280,O01473,P0308,5,8857.13,12
I02281,O00968,P0208,1,3979.94,0
I02282,O00274,P0431,5,265.76,19
I02283,O01302,P0388,1,8064.2,29
I02284,O00542,P0144,4,2766.3,10
I02285,O01334,P0095,5,6455.06,10
I02286,O00993,P0461,5,158.11,5
I02287,O00605,P0415,1,6653.05,21
I02288,O01347,P0449,2,3801.96,13
I02289,O00185,P0481,-5,9267.73,30
I02290,O00510,P0005,2,1908.13,29
I02291,O00830,P0422,3,8181.99,22
I02292,O00772,P0333,1,7634.35,0
I02293,O00602,P0125,2,3816.78,4
I02294,O00727,P0114,3,7014.17,13
I02295,O00163,P0359,3,5374.61,14
I02296,O00571,P0348,3,261.06,7
I02297,O00558,P0431,4,8784.09,16
I02298,O00722,P0448,5,7196.81,14
I02299,O00757,P0142,4,9396.79,12
I02300,O00405,P0492,4,1359.01,13
I02301,O00950,P0310,1,7777.08,16
I02302,O00151,P0067,4,3791.05,9
I02303,O01366,P0464,5,1824.38,23
I02304,O00381,P0310,1,5291.91,5
I02305,O01155,P0318,2,1375.23,12
I02306,O00930,P0486,4,9321.02,18
I02307,O00707,P0194,4,6141.7,18
I02308,O00317,P0302,5,9156.65,19
I02309,O00657,P0385,5,5573.18,15
I02310,O00951,P0364,4,5004.78,19
I02311,O00889,P0007,2,3080.97,7
I02312,O00101,P0268,3,9480.52,25
I02313,O00506,P0049,3,3340.97,19
I02314,O01228,P0044,5,1632.1,4
I02315,O00010,P0460,-4,758.34,9
I02316,O01349,P0358,1,4717.46,12
I02317,O01484,P0383,2,9444.56,30
I02318,O01355,P0117,3,8543.78,27
I02319,O01156,P0037,3,2255.5,3
I02320,O01178,P0254,1,3281.83,28
I02321,O00068,P0303,5,6167.69,13
I02322,O00786,P0153,3,1681.71,25
I02323,O00024,P0169,2,6248.74,22
I02324,O00375,P0120,2,3434.65,7
I02325,O00993,P0219,1,4338.26,30
I02326,O00535,P0287,1,9066.87,12
I02327,O01165,P0482,2,9769.97,24
I02328,O00070,P0333,5,9878.6,11
I02329,O00009,P0044,4,4791.19,11
I02330,O00006,P0230,2,6195.3,13
I02331,O00882,P0293,1,3398.73,15
I02332,O01335,P0469,2,7352.14,30
I02333,O00014,P0159,3,2554.3,30
I02334,O00247,P0364,3,1717.33,7
I02335,O00988,P0339,1,6224.86,27
I02336,O00107,P0255,4,4952.9,6
I02337,O00717,P0032,2,2334.98,2
I02338,O00368,P0495,5,545.39,22
I02339,O01196,P0306,3,7250.11,18
I02340,O00397,P0108,2,4650.26,6
I02341,O00602,P0437,3,9963.43,8
I02342,O01248,P0001,4,7819.33,15
I02343,O01095,P0213,-4,8673.41,24
I02344,O00135,P0473,2,9689.94,0
I02345,O00157,P0399,4,7594.85,2
I02346,O01410,P0286,4,8547.99,11
I02347,O00490,P0493,1,6608.36,27
I02348,O00161,P0138,5,3581.58,6
I02349,O00151,P0286,3,7968.38,16
I02350,O01116,P0380,1,882.63,23
I02351,O00926,P0134,1,2785.36,25
I02352,O00750,P0128,5,6062.55,3
I02353,O01008,P0421,4,4780.67,1
I02354,O00504,P0457,-3,8305.86,0
I02355,O00639,P0061,3,5441.8,0
I02356,O01458,P0280,2,1581.15,2
I02357,O00429,P0302,-5,3887.93,24
I02358,O01498,P0021,2,2461.62,11
I02359,O01402,P0486,5,2859.14,22
I02360,O01094,P0277,1,223.23,12
I02361,O01430,P0174,3,996.38,28
I02362,O00896,P0364,4,6043.1,27
I02363,O00702,P0370,2,4233.48,6
I02364,O01239,P0240,1,3069.81,27
I02365,O01039,P0461,1,628.88,24
I02366,O01036,P0369,4,9653.05,17
I02367,O00088,P0306,4,1765.06,21
I02368,O01260,P0048,1,5454.43,23
I02369,O00162,P0048,3,2076.95,27
I02370,O00776,P0052,2,1052.86,17
I02371,O01149,P0025,3,3494.81,25
I02372,O01348,P0062,4,1203.24,20
I02373,O00932,P0409,4,6869.07,5
I02374,O00463,P0308,-2,9059.34,21
I02375,O00559,P0187,1,7140.56,9
I02376,O00117,P0443,4,5365.04,28
I02377,O00403,P0041,2,4493.55,2
I02378,O00151,P0422,3,6214.11,10
I02379,O00863,P0449,2,7947.45,25
I02380,O00271,P0447,4,4133.71,7
I02381,O01181,P0193,3,9236.21,11
I02382,O00283,P0384,2,3905.24,23
I02383,O00266,P0192,5,4913.0,17
I02384,O00796,P0265,-4,4072.72,10
I02385,O00086,P0203,1,4018.52,13
I02386,O00265,P0375,1,5355.93,20
I02387,O00879,P0137,1,8390.45,19
I02388,O00023,P0441,5,2241.92,1
I02389,O00338,P0031,5,8074.39,7
I02390,O00278,P0012,1,6122.27,10
I02391,O00943,P0388,2,3773.17,14
I02392,O00230,P0295,5,6527.75,5
I02393,O01277,P0367,4,5381.12,1
I02394,O00950,P0179,2,9180.59,30
I02395,O01355,P0165,4,2652.12,8
I02396,O00090,P0164,5,2929.72,17
I02397,O00585,P0474,5,3360.84,16
I02398,O00034,P0323,1,5654.49,22
I02399,O00713,P0323,5,3568.87,6
I02400,O00580,P0391,3,3368.7,12
I02401,O01223,P0407,2,6889.7,4
I02402,O01014,P0027,1,3217.48,13
I02403,O00837,P0053,-4,8127.51,26
I02404,O00867,P0016,2,4531.68,9
I02405,O00316,P0388,4,4273.83,29
I02406,O00403,P0181,-4,8017.79,2
I02407,O00056,P0037,3,3807.14,6
I02408,O00472,P0348,1,7285.77,30
I02409,O00193,P0162,1,4290.14,11
I02410,O00127,P0192,5,1376.59,8
I02411,O00503,P0303,3,3331.33,14
I02412,O01454,P0193,5,9689.43,23
I02413,O01393,P0416,3,3266.75,30
I02414,O00654,P0371,4,4656.33,18
I02415,O01075,P0327,1,5798.23,12
I02416,O00616,P0434,4,7213.2,18
I02417,O00796,P0454,2,1318.25,7
I02418,O01462,P0311,2,4999.47,20
I02419,O01121,P0489,5,168.46,21
I02420,O00381,P0497,4,2504.59,23
I02421,O01498,P0046,4,5466.4,7
I02422,O00206,P0289,1,1937.53,0
I02423,O01002,P0124,5,2248.44,27
I02424,O01237,P0358,2,4842.67,25
I02425,O00830,P0149,2,2664.86,5
I02426,O00660,P0123,5,7654.56,26
I02427,O00943,P0193,4,6211.38,18
I02428,O00900,P0243,2,9192.62,19
I02429,O01096,P0445,2,3447.66,4
I02430,O01405,P0094,1,314.74,3
I02431,O00001,P0034,3,4290.47,6
I02432,O00359,P0265,2,2861.11,4
I02433,O01014,P0338,2,798.96,18
I02434,O01246,P0005,5,8016.98,15
I02435,O00173,P0169,3,8443.14,22
I02436,O00797,P0030,3,9156.9,14
I02437,O01413,P0312,3,6261.12,6
I02438,O00255,P0016,5,137.42,26
I02439,O00504,P0110,4,6767.0,5
I02440,O01485,P0399,4,1590.42,4
I02441,O00957,P0112,4,2117.15,2
I02442,O01037,P0359,4,9604.9,30
I02443,O00612,P0374,4,4833.61,29
I02444,O01144,P0186,-4,618.36,12
I02445,O00642,P0087,1,6276.66,25
I02446,O00590,P0044,3,7306.47,1
I02447,O00610,P0373,4,631.09,28
I02448,O01384,P0332,4,8698.57,15
I02449,O00877,P0233,3,4260.46,11
I02450,O00881,P0426,5,1683.02,26
I02451,O00830,P0098,1,8068.02,21
I02452,O00827,P0453,3,9556.48,8
I02453,O00580,P0294,4,4533.38,10
I02454,O01201,P0107,5,1134.42,29
I02455,O01432,P0395,2,5750.26,15
I02456,O01451,P0143,5,8436.92,19
I02457,O01447,P0260,1,4329.77,18
I02458,O00643,P0008,5,8681.08,19
I02459,O00854,P0397,2,8736.69,9
I02460,O00456,P0500,2,5945.73,28
I02461,O00207,P0081,4,7214.15,18
I02462,O00153,P0339,5,8683.54,3
I02463,O01152,P0478,3,3460.4,8
I02464,O00150,P0094,-1,6882.05,13
I02465,O00396,P0419,2,5956.63,16
I02466,O00615,P0089,3,8284.44,29
I02467,O01465,P0237,2,7490.58,22
I02468,O01052,P0397,4,5061.75,4
I02469,O01077,P0330,2,5505.76,15
I02470,O01120,P0498,1,8493.42,2
I02471,O00788,P0358,4,862.65,23
I02472,O00524,P0295,2,6460.09,12
I02473,O01178,P0307,3,5411.15,27
I02474,O01392,P0167,3,5201.61,21
I02475,O01162,P0397,4,7988.12,6
I02476,O00008,P0439,5,6246.87,29
I02477,O00809,P0412,4,1281.37,26
I02478,O00289,P0214,5,928.37,12
I02479,O00858,P0166,-2,3627.65,10
I02480,O00833,P0487,4,2850.05,15
I02481,O00661,P0168,5,7540.92,11
I02482,O00353,P0131,4,4755.58,8
I02483,O00792,P0269,-1,4519.47,16
I02484,O00272,P0150,4,6864.6,11
I02485,O00723,P0131,1,3318.45,4
I02486,O00620,P0134,2,780.24,16
I02487,O00607,P0003,5,1522.83,27
I02488,O00833,P0468,2,5390.67,13
I02489,O00478,P0429,1,3250.95,15
I02490,O00927,P0011,1,9587.48,13
I02491,O01275,P0153,2,8117.91,8
I02492,O01050,P0330,2,4171.0,5
I02493,O00682,P0375,1,580.26,19
I02494,O01247,P0398,5,8739.24,23
I02495,O01369,P0297,1,219.95,24
I02496,O01244,P0244,4,6004.13,27
I02497,O00277,P0431,5,2800.09,4
I02498,O00430,P0186,5,3953.48,8
I02499,O00651,P0469,-5,518.15,6
I02500,O00774,P0385,3,6943.89,9
I02501,O00030,P0294,5,3286.49,20
I02502,O01387,P0010,2,8893.88,18
I02503,O01348,P0222,5,110.79,22
I02504,O00302,P0334,5,8731.94,27
I02505,O00185,P0182,1,9122.34,19
I02506,O00575,P0313,2,8431.16,0
I02507,O00640,P0079,4,504.6,3
I02508,O01362,P0236,5,4764.53,17
I02509,O01249,P0188,4,9561.11,3
I02510,O00872,P0378,3,2746.32,29
I02511,O00413,P0002,5,5058.52,24
I02512,O00656,P0403,2,6449.74,27
I02513,O00567,P0055,4,5748.46,5
I02514,O00451,P0087,2,9713.63,13
I02515,O00739,P0370,1,5531.5,22
I02516,O00340,P0236,5,4257.9,15
I02517,O00430,P0051,3,8508.13,14
I02518,O00787,P0207,2,1899.75,18
I02519,O01316,P0469,2,6845.68,11
I02520,O01085,P0473,1,8945.87,24
I02521,O01026,P0077,1,3019.52,4
I02522,O00697,P0289,4,3192.85,19
I02523,O00048,P0478,5,4262.04,4
I02524,O01485,P0074,2,2278.63,15
I02525,O01030,P0485,1,5834.79,4
I02526,O01392,P0424,2,5774.77,1
I02527,O00559,P0447,4,8014.59,17
I02528,O01131,P0144,4,8118.21,14
I02529,O00532,P0037,5,6308.49,14
I02530,O00643,P0104,4,5974.15,2
I02531,O01404,P0021,5,8445.63,23
I02532,O00136,P0181,2,5873.54,10
I02533,O01143,P0298,4,3094.75,16
I02534,O01285,P0200,5,1759.72,26
I02535,O00540,P0282,5,5166.09,13
I02536,O00319,P0492,2,267.25,15
I02537,O00488,P0304,4,4051.57,3
I02538,O01294,P0403,2,6712.21,0
I02539,O01121,P0450,3,8092.07,3
I02540,O01326,P0405,2,5446.2,20
I02541,O00202,P0262,4,7693.46,26
I02542,O01001,P0004,1,9162.54,12
I02543,O00243,P0025,5,4601.35,4
I02544,O00301,P0302,2,5592.89,12
I02545,O00474,P0115,5,2821.52,22
I02546,O00895,P0339,5,3107.5,28
I02547,O00497,P0366,4,3230.21,13
I02548,O01047,P0315,4,4196.28,16
I02549,O00392,P0174,2,3607.7,14
I02550,O00906,P0121,1,7423.38,24
I02551,O01348,P0461,2,8810.54,3
I02552,O01295,P0022,3,6845.32,24
I02553,O00068,P0184,3,1357.09,2
I02554,O01236,P0346,5,8784.02,7
I02555,O00574,P0135,5,542.65,11
I02556,O00215,P0498,5,855.86,2
I02557,O00106,P0334,3,9205.49,3
I02558,O01328,P0407,2,3294.77,1
I02559,O00910,P0059,2,3310.56,24
I02560,O01094,P0309,4,839.01,1
I02561,O00923,P0317,5,4519.45,1
I02562,O00620,P0412,2,7801.98,8
I02563,O00598,P0135,3,4178.94,15
I02564,O00051,P0469,5,7636.7,7
I02565,O00876,P0489,4,3051.82,0
I02566,O00276,P0314,1,3261.05,6
I02567,O00427,P0445,4,1278.35,18
I02568,O01447,P0470,4,1685.65,29
I02569,O00479,P0054,2,5139.54,30
I02570,O00427,P0364,5,473.68,18
I02571,O00755,P0472,1,7081.69,9
I02572,O00465,P0117,2,1833.0,2
I02573,O00764,P0036,4,5544.9,20
I02574,O01195,P0222,3,7991.26,0
I02575,O00615,P0150,4,7967.62,27
I02576,O00797,P0091,4,7298.84,11
I02577,O00581,P0333,5,915.08,20
I02578,O01249,P0059,4,4304.48,14
I02579,O00331,P0460,1,1739.29,16
I02580,O01131,P0037,1,6490.75,30
I02581,O00203,P0117,3,7898.58,9
I02582,O00792,P0358,3,8904.66,22
I02583,O01152,P0105,5,6970.55,25
I02584,O00264,P0303,4,8122.61,27
I02585,O00592,P0341,2,6405.53,7
I02586,O00059,P0416,2,1600.47,30
I02587,O00061,P0295,3,7287.49,18
I02588,O00384,P0060,4,5622.52,6
I02589,O00942,P0064,4,6037.85,12
I02590,O00160,P0001,4,1481.54,10
I02591,O00570,P0090,4,8131.95,29
I02592,O00263,P0069,1,6832.49,7
I02593,O01115,P0021,3,816.47,6
I02594,O01135,P0114,4,8921.92,15
I02595,O00034,P0049,3,4796.09,14
I02596,O00307,P0326,5,3113.85,26
I02597,O00602,P0014,4,6206.14,6
I02598,O00718,P0033,2,4633.42,27
I02599,O00890,P0452,4,3140.98,27
I02600,O00226,P0282,4,3898.93,15
I02601,O00137,P0291,2,5887.11,24
I02602,O01317,P0196,3,8946.92,20
I02603,O00324,P0328,3,1908.81,21
I02604,O00539,P0416,4,1017.55,19
I02605,O01122,P0166,-1,124.55,5
I02606,O01493,P0370,3,9789.82,26
I02607,O01400,P0131,3,8762.55,12
I02608,O01093,P0467,4,5405.84,18
I02609,O00494,P0490,1,2410.91,8
I02610,O01498,P0379,3,6987.99,11
I02611,O00406,P0077,4,3640.22,3
I02612,O01205,P0235,3,5307.23,14
I02613,O00438,P0033,5,1426.73,22
I02614,O01195,P0165,1,2925.61,14
I02615,O00871,P0049,4,5186.94,1
I02616,O01029,P0027,5,691.77,23
I02617,O00499,P0044,5,3189.0,18
I02618,O00133,P0129,1,2365.52,15
I02619,O01293,P0054,5,9458.36,0
I02620,O00159,P0281,4,4615.47,1
I02621,O01293,P0269,5,3268.83,9
I02622,O00931,P0430,2,623.5,20
I02623,O00005,P0074,5,8650.88,26
I02624,O00501,P0474,5,8105.49,2
I02625,O00368,P0362,3,7456.16,0
I02626,O00379,P0100,4,636.88,30
I02627,O00687,P0332,5,6944.69,10
I02628,O00283,P0087,1,2954.24,3
I02629,O00315,P0014,1,4096.79,15
I02630,O00155,P0132,1,3265.61,18
I02631,O00196,P0441,5,4077.77,28
I02632,O01064,P0073,2,1374.38,27
I02633,O00065,P0164,2,2397.86,18
I02634,O00361,P0025,2,3787.14,4
I02635,O01359,P0379,1,6178.1,1
I02636,O00426,P0132,1,5388.43,6
I02637,O00395,P0117,2,6453.25,11
I02638,O00240,P0408,2,2225.3,7
I02639,O00844,P0348,5,2904.75,4
I02640,O01026,P0205,2,3054.17,25
I02641,O00877,P0407,3,149.27,8
I02642,O00880,P0099,5,2749.46,23
I02643,O01195,P0487,1,3630.43,13
I02644,O00970,P0321,4,9058.62,26
I02645,O01174,P0282,2,6406.06,11
I02646,O00476,P0183,2,4107.18,24
I02647,O00364,P0197,1,9820.18,12
I02648,O01153,P0434,3,756.72,15
I02649,O00758,P0404,4,2538.25,20
I02650,O00854,P0214,5,3071.45,8
I02651,O00757,P0113,4,2567.21,27
I02652,O00327,P0148,5,8793.75,24
I02653,O00807,P0223,3,7224.82,21
I02654,O01150,P0298,2,7017.55,22
I02655,O01299,P0451,4,7682.14,17
I02656,O00316,P0149,3,2105.22,29
I02657,O01214,P0078,4,3048.32,10
I02658,O01313,P0235,4,8647.77,22
I02659,O01281,P0281,4,9319.08,10
I02660,O01351,P0147,3,4167.16,10
I02661,O00505,P0343,5,5819.74,13
I02662,O01103,P0076,1,3030.75,15
I02663,O01262,P0312,5,7545.3,24
I02664,O00159,P0213,5,1052.2,27
I02665,O01025,P0043,2,1104.91,28
I02666,O01423,P0237,5,975.01,7
I02667,O00427,P0243,1,1394.91,1
